carid	price
423	9.583211
424	2.566398
425	4.8641334
428	2.2804651
431	9.043922
432	2.1487508
436	1.6689415
439	6.1714582
440	4.075848
441	3.873818
442	14.393021
444	3.9981027
445	21.670074
446	6.1435556
451	15.503117
453	10.951404
454	4.5216403
455	4.8932266
459	27.09885
461	6.731076
464	7.217223
465	9.144285
467	3.7905936
472	2.5238485
475	4.433075
476	1.3152072
478	2.3566458
479	4.344722
480	4.908149
482	25.223957
483	0.5805534
484	7.147814
485	8.083397
486	10.172274
487	6.044553
489	7.894662
492	10.6639805
493	1.2414305
494	6.8562746
495	2.3493805
497	5.211796
499	8.640269
501	4.1651425
504	6.754439
505	11.278428
508	7.5335283
509	8.88213
512	3.3924494
515	13.5591345
517	2.461128
520	17.235434
521	8.49619
522	9.096564
525	5.63989
528	2.7614243
529	6.4819746
533	3.2210093
535	11.205606
536	3.9841251
538	8.333431
539	0.94220746
542	17.853022
543	1.784312
544	7.392394
545	11.180037
546	6.602598
547	6.5684557
551	10.721529
552	3.8846955
554	5.3371687
558	20.63135
559	15.987373
561	4.0958138
563	1.8498154
567	4.157887
568	4.725507
570	8.334846
572	7.812085
576	8.712736
580	5.044092
582	16.147963
583	6.041223
584	1.2355232
585	1.9558504
591	4.4732375
594	2.5869405
596	6.091974
599	4.3572125
601	1.1346636
603	30.952353
604	5.939539
605	6.595929
606	4.908356
608	10.2801485
612	2.9024043
620	8.67105
623	13.483926
628	3.875667
630	8.878992
631	1.1988764
632	7.7370176
633	7.062028
634	3.433013
635	22.262007
637	0.74889755
638	14.65394
643	10.352636
645	7.8330355
648	2.1611426
649	2.9330125
650	5.1953154
654	11.811621
656	1.5396497
657	8.178164
661	13.289334
667	1.6467326
668	12.027846
669	9.654375
671	3.402389
674	11.631628
675	2.8976336
677	1.9588413
678	4.853293
680	13.33561
681	2.3571062
682	9.58203
683	3.7105188
686	10.646557
687	4.503582
690	1.7551718
691	18.790676
692	9.027031
694	2.8479946
695	2.713969
698	9.217028
700	8.268025
701	11.71508
705	29.461355
707	7.9812145
708	6.465909
709	52.092644
710	6.755402
712	2.7048147
716	3.9948401
718	6.401783
722	1.371316
724	5.352735
725	28.363514
726	10.318213
728	2.34291
729	4.215201
730	15.682539
733	21.860432
734	5.2126846
737	14.540732
741	20.179441
742	8.598258
747	8.416723
748	7.4490013
749	6.9851117
750	3.9595022
751	9.016202
754	3.4412427
755	2.8945286
764	28.17907
767	36.159744
768	4.022185
769	1.5951567
778	4.925144
782	0.57700694
783	2.8284516
786	4.4935737
787	4.7781425
790	17.039526
794	5.8389025
796	13.03439
797	6.1651273
800	11.426818
801	5.3375745
804	1.462991
806	1.2153099
807	5.617437
809	4.858289
810	16.582542
812	0.52621317
815	9.92222
818	5.195295
819	2.4473388
820	9.864475
823	24.02852
824	20.995443
826	77.39829
829	9.160608
831	22.158134
832	22.969595
837	4.874008
839	19.733557
840	4.9799595
841	4.258977
842	9.305791
846	2.2303374
847	5.2095337
848	7.2749777
851	6.684969
853	4.4096675
854	11.275409
855	11.554341
857	10.910006
858	9.03018
861	13.041068
862	16.407625
863	24.498798
864	2.0866077
867	19.768293
869	10.647062
871	3.8205066
873	1.6144023
874	41.112675
876	23.98934
877	13.798162
879	3.6359386
881	6.5355988
882	22.91364
883	5.1987047
885	5.7904086
887	3.920207
888	9.686127
889	10.141058
890	14.687488
895	21.577053
896	1.6475275
898	4.3070517
899	19.47341
909	2.1509528
911	10.035394
912	6.9428945
914	61.62279
915	6.0284433
918	2.3949854
919	6.2156262
922	1.7971287
923	5.790071
926	8.6514435
928	6.738683
931	2.204889
932	18.009348
933	1.5580096
934	4.9063244
935	15.809324
936	1.0525987
938	12.418311
945	0.43815315
946	0.6305815
947	4.471777
951	3.7166667
952	12.264978
958	18.576176
959	3.0633879
960	4.0856767
961	1.6992695
963	5.360789
965	2.0640378
967	2.834826
968	8.207583
971	2.9791267
972	1.0768957
978	16.567122
979	2.1788754
980	8.088679
981	6.570533
982	6.442628
985	34.95882
986	39.888847
987	3.596096
989	8.2089405
992	6.578343
994	1.3497322
995	10.755771
999	4.408078
1000	1.4463506
1001	45.66552
1002	3.1628385
1004	11.186189
1005	15.664267
1008	5.741638
1009	6.2084155
1010	6.182844
1013	6.3536353
1014	14.196575
1016	17.809498
1017	2.590187
1018	37.030975
1021	5.0116353
1022	4.2664194
1024	5.503104
1030	22.732481
1031	3.2173257
1034	1.9224153
1037	16.127626
1038	19.292112
1042	3.0634618
1044	5.7584934
1047	6.012135
1048	9.539274
1049	4.753671
1051	2.651578
1052	17.01146
1053	2.18457
1054	1.7907896
1057	2.763745
1060	5.929846
1062	35.145626
1064	6.6334496
1065	0.9797778
1066	16.709427
1067	6.415334
1070	4.7926364
1072	3.6551208
1073	3.4111767
1075	1.9681468
1076	3.7996826
1077	18.543709
1078	15.867491
1083	1.263056
1084	2.9934928
1086	37.02197
1089	0.9839573
1091	4.713199
1092	7.067169
1093	11.639292
1094	4.886723
1096	2.503308
1097	11.838295
1099	2.215427
1101	4.2677636
1102	11.337422
1103	22.006691
1104	5.6072764
1106	9.436724
1108	1.268053
1109	37.787674
1111	4.0985394
1112	6.40831
1113	6.1842566
1114	4.158875
1116	4.67713
1117	22.790112
1119	3.3870168
1122	8.026379
1124	1.1636388
1126	4.209394
1129	0.878093
1131	3.528243
1141	15.860943
1144	0.28657782
1145	6.3107843
1146	7.01422
1147	14.3696995
1149	2.8860934
1152	7.998561
1154	9.374219
1157	2.3832793
1158	1.9043221
1159	1.6710308
1160	5.527184
1162	2.4810572
1164	2.7342603
1166	6.1159
1167	8.958378
1170	7.5412836
1171	3.5637407
1173	4.800728
1174	1.9812093
1175	18.198671
1177	17.736622
1178	3.8307333
1179	3.5450745
1180	11.182726
1182	23.017456
1184	6.79185
1186	10.188132
1187	1.0103238
1189	8.962416
1190	26.054665
1193	9.393834
1196	7.7719975
1198	1.8961978
1199	8.451084
1200	2.1289291
1203	5.418589
1205	15.896641
1207	19.475555
1208	2.464066
1209	10.769809
1211	21.083937
1212	5.929321
1215	2.483952
1216	5.7168083
1217	3.4949498
1219	3.9995365
1220	21.176075
1221	27.16772
1226	10.946985
1227	7.9858513
1229	4.060136
1231	0.4789393
1232	5.642376
1237	3.3118901
1238	12.683561
1240	32.814606
1242	4.944476
1244	14.282752
1245	10.610117
1246	7.6979685
1247	3.2833266
1248	1.449574
1250	7.384248
1251	25.86241
1255	7.057872
1256	5.1743274
1257	18.397408
1258	0.62718487
1260	7.79418
1262	22.09265
1264	6.4706764
1266	14.70487
1267	5.263681
1268	16.387068
1272	4.361045
1276	7.8162136
1283	4.6862645
1285	5.6009536
1287	6.9387026
1288	11.482221
1289	2.0023942
1291	3.9065523
1295	4.863228
1296	6.7028337
1297	3.5862088
1302	6.323952
1304	3.991909
1305	3.198276
1307	12.565172
1308	8.586339
1309	2.0253525
1310	10.39839
1311	10.192699
1312	2.0856988
1313	4.0373316
1316	13.277471
1321	35.248924
1323	2.9848166
1324	14.410719
1325	6.260243
1327	5.6932087
1333	1.6317341
1336	22.808844
1342	11.981063
1346	3.2432318
1349	20.971308
1354	12.81878
1355	12.776064
1359	15.039228
1362	5.660763
1364	6.2361016
1367	3.0277524
1369	3.5406728
1370	4.8181014
1373	11.819949
1376	8.017227
1377	8.366229
1380	1.4732294
1382	15.071209
1384	3.6372666
1389	11.94752
1391	4.2624545
1393	4.3377314
1394	15.465483
1396	0.19404471
1401	3.0986152
1402	7.0588913
1405	8.0625515
1407	16.66122
1410	49.734673
1411	11.923277
1412	17.81005
1414	5.996033
1415	4.4857626
1416	3.1418252
1418	8.601277
1421	15.619772
1425	11.272041
1427	3.473402
1428	1.4051459
1430	3.5062137
1432	15.9155445
1433	0.6155783
1434	13.620379
1435	13.40785
1436	4.8528786
1437	12.276669
1439	3.8747416
1440	1.7703586
1442	12.812587
1445	23.169264
1446	11.543417
1454	7.3375854
1457	5.3088326
1458	6.1742306
1462	6.2651277
1465	11.236831
1466	6.4300957
1467	8.720144
1468	33.848118
1470	3.2072754
1471	6.0473843
1474	3.3383603
1478	1.4809144
1481	11.281544
1482	8.242964
1483	2.2468235
1486	5.7487826
1488	13.748158
1490	7.123475
1491	4.1303463
1492	22.194145
1495	3.6487956
1497	18.597437
1498	6.857004
1500	9.88569
1501	16.622581
1504	10.410731
1507	9.505517
1509	13.769856
1510	11.001147
1514	6.0295863
1515	8.187282
1518	22.173172
1520	5.7700124
1523	5.765597
1525	23.153778
1528	4.3378234
1529	0.76052666
1531	2.0074508
1535	6.0828223
1536	12.384299
1540	10.366081
1541	11.880212
1542	16.954603
1543	12.665528
1544	4.216149
1546	5.7806935
1547	3.6943755
1549	27.980907
1550	3.142694
1555	15.357372
1557	9.473608
1559	81.62868
1560	9.046935
1562	14.449015
1564	2.0695317
1566	10.618991
1568	1.9144869
1571	8.191025
1577	9.049187
1579	7.2980433
1580	4.8826327
1582	3.0222602
1585	2.625583
1586	3.0262165
1588	6.1474257
1589	20.419445
1593	0.5760752
1594	37.72461
1597	5.505097
1601	10.622482
1602	2.0282257
1603	4.831924
1605	14.270252
1608	3.6522317
1609	4.6390944
1611	7.6930237
1612	2.1626823
1613	9.114847
1615	8.321482
1616	3.3045602
1617	5.8563366
1619	15.028648
1620	0.4118657
1621	6.479597
1622	6.0014577
1623	5.0781136
1624	8.0539255
1625	2.6954155
1626	7.4416094
1627	5.9006467
1628	11.727225
1629	8.601185
1630	1.5802076
1632	6.7771144
1633	5.804733
1636	5.0212717
1637	5.312089
1639	5.92569
1640	2.010815
1643	4.069458
1654	19.968239
1767	3.7400842
1776	4.766723
1782	16.5565
1795	14.146512
1804	14.769853
1805	15.328648
1875	10.0633745
1930	10.397416
1954	8.017637
1960	9.0657215
2029	2.4592793
2044	3.2828374
2204	21.531345
2205	14.65864
2206	3.9232306
2233	4.531179
2246	5.014342
2322	9.085589
2348	4.214412
2370	7.048847
2407	8.764179
2411	8.776154
2430	11.413064
2469	11.038261
2471	10.573788
2645	36.789436
2647	6.462703
2653	10.3917885
2657	9.742469
2664	5.8053436
2667	11.492188
2682	5.4249268
2699	0.8387389
2707	2.2257822
2827	9.914979
2939	7.3119135
3010	6.4670014
3021	4.772373
3024	6.970995
3057	25.63068
3147	10.461795
3175	25.955397
3211	13.105808
3216	0.92629766
3217	28.553137
3291	5.327352
3294	4.942296
3301	38.26666
3427	4.555328
3431	39.11642
3437	6.5771923
3445	22.043602
3457	11.896218
3462	12.768998
3475	11.213715
3529	5.6733494
3538	1.2620411
3540	16.434029
3588	21.845778
3685	7.6341677
3701	7.7878113
3734	7.56343
3758	8.828869
3842	16.634384
3856	4.620259
3987	13.386544
4021	7.3291445
4025	21.516714
4081	15.803322
4133	3.740121
4137	20.097998
4173	3.1689749
4186	37.393757
4187	37.849472
4236	33.158363
4272	0.75481975
4334	28.99036
4377	8.437806
4382	87.399086
4449	12.843882
4472	2.8478732
4489	1.11743
4494	4.250968
4612	23.350979
4615	21.60457
4619	24.269846
4660	8.588815
4743	16.252058
4850	30.558262
4859	3.4833813
4861	2.8292882
4908	20.311224
4918	1.4982309
4959	6.268286
4972	5.4621844
4988	2.5124643
5000	10.678271
5011	7.3684235
5054	11.774458
5089	1.4315557
5161	15.892054
5214	10.09189
5216	2.240089
5218	3.520625
5251	15.525038
5287	28.171646
5388	22.050049
5405	3.8262544
5421	58.09957
5591	1.9359086
5596	1.776947
5608	50.059834
5648	7.3253794
5672	12.091534
5715	8.692382
5730	1.1887314
5755	5.2052736
5765	4.8060517
5832	2.8722615
5997	6.940439
6112	24.818985
6113	24.79633
6121	23.995651
6129	5.8095593
6155	0.87648726
6157	0.9405128
6159	16.240759
6196	12.705476
6230	10.0301075
6241	19.057226
6362	18.091852
6387	14.601255
6623	13.458463
6628	12.518173
6633	87.53057
6680	10.083917
6681	10.082757
6713	14.292651
6741	6.871504
6772	31.725292
6806	4.8534245
6899	19.736916
6929	2.197465
6978	2.2687707
7058	1.6887348
7085	1.5758648
7090	32.06343
7158	24.995874
7179	4.935816
7194	1.0506351
7201	1.6433997
7202	13.18537
7203	30.255352
7227	4.496822
7244	8.685783
7252	6.777663
7255	7.348813
7256	7.899289
7295	0.62437344
7327	10.656263
7331	0.7200259
7352	5.447038
7476	21.793377
7504	6.1226377
7532	8.470436
7595	13.061077
7606	19.452148
7625	2.325235
7663	35.2834
7682	4.5844836
7708	9.339353
7725	8.05732
7746	12.629505
7833	2.1959403
7913	9.967279
7916	11.551482
7954	24.524906
7979	23.981329
7984	24.434637
7997	2.725097
8003	17.423616
8019	8.322515
8026	2.4640453
8054	18.378119
8078	9.922104
8086	10.27955
8137	9.026447
8164	12.46887
8250	4.302785
8323	6.3605986
8343	12.10974
8403	4.642585
8505	2.2328815
8506	2.2382028
8553	15.988611
8576	33.76055
8596	42.064587
8599	42.81559
8620	10.314728
8623	10.095101
8627	5.690501
8679	2.8333702
8685	3.0378299
8773	10.4160185
8788	20.381657
8791	18.715473
8806	1.6744299
8924	7.7692566
8952	12.6302
8966	18.147558
8967	19.044744
8975	18.378714
9038	3.4956155
9116	8.01765
9120	8.578673
9129	5.8411703
9135	5.863059
9162	2.8377857
9238	28.50074
9286	15.327833
9304	22.177523
9339	8.153701
9348	7.8559256
9349	8.183921
9370	0.6503067
9381	11.519725
9385	11.908458
9413	9.785035
9480	4.8470726
9498	4.5137715
9607	16.94315
9637	15.832838
9738	2.825074
9816	18.153502
9894	3.0513692
9931	5.8529024
9932	5.6160502
10032	12.686902
10124	31.496395
10158	80.68319
10166	11.299814
10198	7.371993
10204	7.4307384
10471	6.8429623
10550	10.784399
10568	23.949215
10636	45.75952
10690	15.835804
10713	20.598951
10726	13.545826
10728	15.540211
10750	3.8802204
10792	15.70789
10869	40.814312
10878	6.96841
10902	32.401863
10993	8.400915
10999	8.358681
11000	9.705541
11026	26.333418
11080	11.154224
11081	12.877447
11176	38.996857
11268	35.132053
11275	11.22547
11296	22.60256
11348	14.252946
11355	4.797712
11368	12.41068
11432	5.8216195
11459	4.068296
11595	3.2307787
11720	6.9237022
11742	15.754564
11760	49.895405
11766	49.894283
11767	49.895004
11771	49.871975
11975	7.046606
12038	13.670179
12039	13.478022
12106	2.7145267
12161	18.343723
12169	12.250864
12280	22.526373
12284	1.3925569
12359	10.641205
12391	15.312092
12424	28.888958
12425	28.450613
12457	46.065655
12505	1.4110088
12519	7.500391
12539	16.353888
12553	27.610603
12562	13.363732
12586	8.976855
12597	8.862328
12614	2.0979903
12619	2.394593
12653	29.812664
12688	19.943336
12724	20.352283
12730	10.190419
12734	1.881485
12766	2.2110343
12777	2.2696114
12778	12.731887
12832	6.4767156
12995	4.519423
13046	5.1263585
13085	24.337175
13090	25.83636
13358	7.159606
13360	7.54875
13438	1.9392235
13472	9.277112
13514	2.168013
13546	6.44714
13556	5.093066
13579	8.587092
13676	13.917204
13682	3.1566658
13685	51.720257
13722	4.6622863
13886	20.745338
13918	11.186174
14026	2.7028143
14075	14.826385
14089	14.839233
14116	17.90309
14159	71.99007
14173	23.380745
14213	6.8062916
14266	16.268274
14285	9.29939
14286	8.680944
14302	8.929281
14382	9.808544
14411	7.2977324
14422	12.523486
14439	26.4536
14440	26.84714
14452	24.860693
14466	27.749426
14570	7.157074
14622	8.273947
14707	13.753327
14728	49.225887
14754	45.439438
14801	16.745314
14803	16.555958
14811	19.257063
14819	16.722399
14931	9.506852
14952	30.960619
15203	33.256218
15226	25.177872
15227	25.2028
15330	10.487085
15344	33.572258
15351	36.96856
15442	0.93087447
15595	20.34416
15759	12.385454
15786	9.948282
15849	4.3128433
15863	3.4319625
15877	4.4610395
15891	11.215557
15907	4.2424083
15923	3.2202668
15930	3.2172217
15933	7.8341417
15934	7.6093407
15940	8.364238
15953	2.8851671
16013	12.792514
16021	13.094758
16094	4.4799433
16118	28.05606
16219	6.4191732
16289	6.0743723
16292	5.6198754
16449	14.022311
16492	14.11672
16555	5.734703
16571	5.670485
16646	9.922041
16650	32.9759
16769	14.246969
16813	7.5607824
16820	6.42717
16830	34.48264
16857	22.5367
17044	3.223394
17047	3.222303
17124	2.5659475
17125	8.893866
17136	12.983865
17177	4.6257305
17251	3.0397615
17297	7.5958204
17343	37.27768
17409	25.150938
17418	82.001564
17467	10.814523
17551	6.0205474
17554	18.22271
17574	7.6796207
17577	7.2243643
17602	6.7398586
17604	6.4161816
17606	4.105732
17632	10.982349
17642	2.5434499
17647	3.2943816
17727	29.819548
17743	5.04175
17772	37.038723
17773	37.034172
17801	13.163989
17829	14.7150545
17833	13.655972
17853	37.22966
17858	23.73244
17914	16.332294
18003	20.978638
18068	7.676834
18069	6.734227
18102	4.833621
18116	13.2351
18143	41.699596
18191	3.965982
18195	2.467979
18227	7.886774
18239	8.199932
18315	10.772027
18328	27.091509
18398	15.427015
18430	7.583989
18498	10.285959
18623	49.459396
18638	59.898064
18645	17.288568
18708	46.01013
18720	52.035286
18727	4.369749
18729	4.504732
18774	25.708559
18833	6.870869
18880	17.909786
19022	30.28198
19047	15.994974
19063	15.59972
19066	16.162434
19068	16.166626
19069	17.379673
19078	11.870361
19115	1.3954027
19116	1.3608587
19117	0.9768745
19201	40.595333
19299	6.0489
19302	1.6421278
19307	18.381989
19314	20.228357
19339	2.74136
19373	13.822643
19437	11.451018
19438	11.149427
19455	15.751139
19488	2.5096738
19493	10.817337
19515	2.380236
19517	2.089536
19592	16.894554
19606	5.845008
19623	8.280242
19979	5.0012317
19988	15.170994
20013	11.108727
20108	15.154867
20119	8.452205
20161	21.92399
20267	9.487184
20308	9.185359
20313	8.820556
20487	3.330966
20501	2.6458728
20550	2.4501476
20555	2.888815
20564	16.515833
20577	4.0699897
20631	7.6239843
20637	10.862882
20706	4.3145823
20737	6.442364
20744	5.8913035
20762	7.5590878
20770	24.684433
20850	9.551297
20851	9.3139305
20892	30.600893
20912	20.598967
20949	12.368283
20981	20.332624
21080	34.157845
21082	33.75205
21084	32.9037
21147	22.92445
21163	16.954855
21165	15.566849
21185	91.92065
21199	14.791957
21241	5.857099
21331	1.302949
21394	7.0034037
21412	6.551257
21551	16.560709
21560	16.377205
21572	5.780354
21606	8.713959
21611	6.944495
21639	3.1712685
21651	3.1469917
21675	9.734359
21753	16.766253
21765	3.4635172
21789	44.73887
21805	32.027283
21814	30.93084
21821	18.37256
21883	8.381579
21906	9.38101
21960	4.3453727
22031	10.108131
22046	41.76199
22056	5.234333
22070	19.801174
22257	9.49555
22258	9.885264
22261	9.673571
22278	5.8245244
22295	2.6252093
22324	6.039759
22346	10.24919
22373	10.0955515
22416	8.520068
22444	10.087332
22480	25.826925
22604	5.86855
22642	2.0427015
22666	11.8618145
22693	21.8116
22696	7.3379536
22733	3.5904489
22757	4.0312743
22769	2.347438
22886	11.480986
22926	2.493146
23029	25.982225
23078	4.372173
23115	19.606092
23156	19.145634
23174	17.900223
23185	17.61701
23235	3.0544705
23261	3.758985
23281	3.5795107
23317	16.884706
23353	13.298656
23377	8.796651
23413	9.992034
23440	6.9432325
23550	40.513016
23564	4.6301193
23568	4.7021623
23574	12.791669
23579	1.8636613
23687	15.805582
23906	22.651812
23918	23.21942
24048	16.682344
24128	3.9791207
24131	4.3327537
24315	35.99716
24338	3.4994917
24409	1.2967465
24599	3.5805283
24616	5.337888
24748	5.2311425
24764	1.5803716
24765	1.5859818
24789	4.2366176
24839	23.98496
24884	23.070333
24929	24.964813
24935	26.377089
24937	24.50529
24985	14.351133
25021	15.259861
25094	10.579625
25141	12.09662
25156	7.284631
25343	3.016852
25405	18.679943
25418	9.28541
25465	5.585196
25470	5.3160877
25487	13.410953
25517	11.434527
25582	3.9786558
25677	35.41986
25694	33.964565
25723	7.386853
25725	3.880826
25732	8.168286
25733	6.8862195
25740	8.432333
25765	21.906328
25807	8.047852
25829	8.927404
25845	9.9617
26091	62.015408
26142	24.599773
26185	11.698632
26187	11.719503
26200	5.6171784
26218	6.2971716
26251	15.096123
26270	0.82857287
26310	18.54368
26321	7.1472588
26351	11.017545
26533	4.7377567
26543	19.730953
26596	16.74268
26605	7.172188
26703	22.533283
26832	1.1564107
27065	12.814418
27077	32.96775
27078	34.56469
27129	1.7961307
27171	2.4096286
27191	0.79945517
27310	10.248061
27388	4.540773
27393	24.063116
27404	3.3660688
27440	2.774534
27498	12.2795725
27526	2.3076007
27538	10.039608
27627	2.315571
27648	28.131044
27650	29.53891
27663	1.8014555
27765	14.435271
27793	15.451757
27811	16.716537
27812	16.000916
27829	15.946165
27884	3.8380585
27930	34.344604
27988	8.601018
28028	4.2024283
28057	9.260614
28090	43.690327
28120	4.4517455
28140	7.6799564
28153	11.612218
28173	18.013569
28221	6.8612003
28229	8.494672
28243	3.6911955
28249	5.415403
28305	16.421816
28350	7.104289
28437	22.099081
28485	14.099042
28504	4.106249
28702	18.659748
28769	16.35237
28785	6.585805
28792	15.83993
28809	2.4429016
28813	7.1423845
28841	91.56112
28870	8.537877
28901	9.3917675
28929	4.833481
28944	19.330523
29054	35.32269
29155	18.066902
29156	18.509531
29235	18.62639
29236	18.077093
29327	3.9558
29391	17.169897
29420	72.19782
29426	78.48546
29487	19.60375
29488	18.995266
29500	21.468594
29515	20.362772
29516	19.053312
29604	53.005127
29714	1.7612078
29836	39.17363
29847	27.991135
29857	4.069586
29862	15.1740265
29885	13.759926
29983	3.1587558
30027	2.563821
30035	10.146677
30134	13.693099
30157	11.886104
30251	24.276133
30343	17.299782
30396	7.9693832
30431	6.631335
30444	15.75717
30504	15.204575
30520	6.3556266
30553	9.001875
30860	3.627757
30885	6.1386333
30887	6.1830506
30904	1.6982949
30967	10.215001
31085	18.16364
31106	16.45273
31110	18.336687
31205	1.4874289
31254	11.974977
31265	14.651507
31271	1.9614441
31367	1.3279014
31402	26.443125
31433	22.099655
31447	24.626966
31464	11.998074
31499	8.975012
31503	8.927788
31604	1.4346416
31656	10.510225
31676	1.2230992
31685	0.99788773
31781	5.3093944
31875	7.4659967
31888	42.53767
31893	4.2534785
32008	24.761972
32013	24.731869
32035	22.196861
32093	5.1615796
32095	5.8298264
32124	14.337663
32157	9.08249
32159	7.9328384
32169	20.690683
32174	19.204317
32184	8.644119
32192	22.448473
32204	22.194202
32225	5.1055365
32237	40.65034
32259	3.0252967
32310	10.443152
32394	6.051184
32403	10.221113
32422	11.797759
32514	17.560205
32633	4.215442
32669	6.2233133
32747	6.7795806
32778	4.407452
32816	17.819662
32844	8.215312
32848	8.146849
32985	9.353964
33015	7.667118
33037	12.5700035
33068	1.4183261
33133	11.958421
33140	14.089121
33162	18.931784
33189	17.174868
33237	4.9837027
33272	3.6980624
33293	4.73742
33294	4.6461706
33295	4.5369973
33301	4.295003
33386	5.148199
33388	5.18442
33398	23.604448
33430	4.241948
33525	15.861277
33562	2.2719522
33581	6.6046505
33662	2.8963425
33709	13.754961
33753	8.063428
33762	18.024132
33804	20.047747
33941	10.690827
33963	5.6420307
33967	51.756477
33972	7.1744747
34040	8.731768
34049	5.1781297
34054	19.893244
34084	2.129259
34116	4.4087462
34124	22.772682
34151	0.6744509
34164	13.871678
34178	21.236788
34255	2.4633822
34298	8.253184
34345	9.138465
34350	7.914873
34389	7.359762
34392	7.5405664
34644	27.940687
34758	21.408543
34789	17.892843
34836	15.789213
34979	8.985886
35023	7.3826265
35024	7.0801105
35085	3.7080593
35095	25.24269
35247	11.882417
35252	12.434229
35258	19.512344
35261	19.795044
35355	6.669473
35401	67.93351
35402	67.93669
35437	2.8874104
35440	6.141549
35485	10.984523
35532	6.9555435
35550	14.713885
35551	14.25699
35552	15.178814
35561	7.029586
35600	12.950175
35604	14.490338
35658	45.236477
35661	14.546403
35677	20.301476
35711	8.037893
35723	10.329928
35842	1.7764194
35849	6.9415903
35913	25.218367
35915	25.182848
35983	5.4542837
36047	70.961876
36054	7.7093925
36123	5.732174
36151	2.5856009
36166	6.8819003
36193	29.402514
36225	14.169089
36260	3.8848152
36262	2.577267
36263	4.0129423
36392	9.741956
36436	10.129134
36640	6.8299017
36694	16.801176
36734	7.8474226
36777	16.117556
36863	13.114118
36868	12.395624
36873	12.34737
36883	1.1545236
36940	14.071359
36946	14.045317
36961	14.08594
37024	19.501348
37080	10.622851
37087	10.6262045
37116	2.3109677
37168	4.502745
37172	3.4241352
37196	6.094602
37215	20.369793
37259	15.504179
37310	22.07589
37344	19.215906
37433	3.8358445
37447	6.0622277
37454	6.5829463
37554	4.192848
37613	1.1935911
37615	1.5163274
37664	3.2363515
37753	3.4136896
37831	30.140776
37913	6.231433
37943	47.574333
37945	47.52308
38019	7.6163864
38268	12.07151
38338	8.819975
38393	12.538551
38394	11.328187
38578	8.924537
38580	8.886266
38583	9.022142
38584	7.874174
38715	13.268772
38747	11.902845
38758	7.9352093
